Timestamp,Number,A1,A2,A3_1,A3_2,A3_3,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B3_12,B3_13,B3_average,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B5_1,PerceivedBeingInfluenced,B5_2,B5_3,B5_4,B6_1,PerceivedInfluence,BothSpheres,SphereofInfluence,B6_2,B6_3,B6_4,B6_5,C1_1,C1_2,C1_3,C1_4,C2_1,C2_2,C2_3,C2_4,C3_1,C3_2,C3_3,C3_4,C4_1,C4_2,C4_3,NeighborPlantVariety,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6,F7,F8,F9,F9_1,F10,F11,Quality Assessment
44387.92,321,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,1,3,4,4,2,3,2,3,2,2,3,1,1,1,1,2.230769231,4,4,4,3,3,4,4,3,3,2,0,2,3,3,3,1,0,3,3,3,4,4,3,1,6,1,0,e,0,3,3,1,4,1,4,3,"c, e",0,1,2,,2,"a, c, e",2,"a, h",1,0,1,1,1,26,2,IT,4,NA,NA,"b, d","a, b, c, i",0,a,HCM,Qualified
44396.61,78,0,1,0,0,0,0,c,2,1,1,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,0,a,0,1,4,1,1,0,3,4,e,0,1,3,a,3,e,4,g,3,1,1,1,0,38,3,Accountant,3,10000000,4,f,c,0,a,HCM,Warning
44396.55,90,0,1,0,0,0,0,"b, c",2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,0,2,2,2,2,0,0,4,2,2,2,2,1,0,0,1,0,c,0,1,3,1,3,1,1,3,c,0,0,,,,,1,e,3,1,1,1,0,31,3,Accountant,4,9000000,3,f,"b, c",0,a,HCM,Warning
44395.42,106,0,1,0,0,0,0,c,3,1,1,0,1,1,1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2.846153846,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,1,0,1,3,0,e,0,1,3,1,3,1,2,3,e,0,1,3,d,3,e,2,a,4,1,1,1,0,33,3,Accountant,3,7500000,3,f,c,0,a,HCM,Qualified
44396.59,85,0,1,0,0,0,0,"a, c",3,1,1,0,2,1,2,3,2,2,3,2,2,3,3,2,3,2,2,3,2,2.384615385,3,4,3,3,3,3,4,3,3,2,0,2,2,2,3,1,0,3,3,3,3,3,2,1,3,3,1,"a, b",2,1,3,1,3,1,2,2,"c, d",0,0,,,,,1,"a, b, c, e",3,1,1,1,0,45,4,Accountant,4,20000000,6,f,"a, b, e, h",1,a,HCM,Qualified
44395.46,97,0,1,0,1,0,1,a,2,1,1,0,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2.846153846,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,1,1,1,3,3,3,3,2,1,5,3,1,"a, b",2,1,3,1,3,1,3,3,c,0,1,5,f,3,b,2,b,4,1,1,1,1,60,5,Engineer,4,15000000,5,f,"c, h",1,a,HCM,Qualified
44392.96,112,0,1,0,0,0,0,"b, c",1,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,2,2,1,"a, b",2,1,3,1,3,1,2,3,"c, d",0,1,3,"a, b",1,"c, d",1,e,3,1,1,1,1,31,3,Businessman,3,5000000,3,e,"b, c",0,a,HCM,Warning
44379.57,439,0,1,0,1,0,1,"a, b, c",3,1,1,0,1,1,2,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3.230769231,3,4,4,3,4,4,4,3,2,3,1,3,3,3,4,1,1,1,4,4,4,4,3,1,6,3,0,e,0,1,4,1,4,1,2,4,"c, d, e",0,1,3,"a, b, d, e, f",4,"a, b, c, e",2,"a, b, e, f, g, h",3,1,1,1,0,33,3,Businessman,4,30000000,7,"a, b","a, b, c, e, i",0,a,HN,Qualified
44399.77,40,0,1,0,0,0,0,a,3,1,1,0,1,1,2,3,4,4,3,2,3,4,4,2,4,4,3,3,4,3.384615385,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,1,1,1,3,3,4,4,3,1,4,3,0,a,1,1,3,1,3,1,2,4,e,0,1,3,"a, b, c, d, e, f",4,"b, c, e",2,"b, c, g",4,1,1,1,0,32,3,Businessman,3,20000000,6,f,"a, b, c, e, h",1,a,Sa Dec,Qualified
44390.6,177,0,1,0,1,0,1,"a, c",3,1,1,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,3,3,4,3,1,1,1,3,3,4,4,2,1,1,3,0,e,0,1,3,1,3,1,2,4,e,0,1,3,b,4,e,5,"e, f",3,1,1,1,0,40,3,Businessman,3,15000000,5,d,i,0,a,HCM,Qualified
44399.72,56,0,1,0,0,0,0,"b, c",3,1,1,0,2,2,2,3,4,4,4,2,3,3,3,3,2,3,3,3,3,3.076923077,4,4,4,4,4,4,4,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,2,0,e,0,1,4,1,3,1,2,3,"c, d",0,1,3,b,3,"c, e",2,"b, c, e",3,1,1,1,1,43,4,Businessman,4,NA,NA,"d, e","a, b, c, d, f, g, h, i",1,a,HCM,Qualified
44399.75,45,0,1,0,0,0,0,c,2,1,1,0,1,1,2,1,3,2,3,2,3,2,3,2,2,3,3,2,3,2.538461538,3,2,3,3,2,2,3,3,3,3,1,3,2,2,2,0,0,2,2,3,3,3,2,1,3,1,1,"a, b",2,1,1,0,3,1,2,2,d,0,0,,,,,1,f,3,1,1,1,0,40,3,Businessman,3,5000000,3,f,b,0,a,HCM ,Qualified
44395.43,103,0,1,0,0,0,0,c,3,1,1,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,1,3,0,e,0,1,3,1,3,1,2,3,e,0,1,4,b,3,e,2,e,4,1,1,1,1,45,4,Businessman,4,10000000,4,f,c,0,a,HCM,Warning
44392.56,117,0,1,0,0,0,0,a,2,1,1,0,1,1,3,3,3,4,3,4,3,4,3,3,3,4,4,4,4,3.538461538,3,4,4,3,4,4,4,4,3,2,0,2,2,3,4,1,0,3,4,4,4,4,2,1,3,3,0,"a, b",2,1,4,1,4,1,3,4,"a, c, d, e",0,1,3,"a, b, f",4,"a, c, d, e",2,"f, g, h",4,1,1,1,0,29,2,Businessman,5,12000000,4,"a, b, c, d, e","a, b, d, f, g, h, i",1,a,HCM,Qualified
44392.88,114,0,1,1,0,0,1,a,3,3,1,0,1,1,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2.461538462,2,3,3,3,3,3,3,2,2,2,0,2,2,2,3,1,0,3,3,3,4,4,1,0,0,3,0,"b, c",0,1,3,1,3,1,3,3,"c, d, e",0,1,2,,3,"c, d, e",2,"a, b, c",2,0,1,0,0,24,2,Engineer,4,13000000,4,"c, d, e","a, b, c, d, e, f, g, h, i",1,b,Ha Nam,Qualified
44396.56,88,0,1,0,0,0,0,a,3,2,2,1,2,2,2,3,4,4,3,3,3,4,4,3,4,3,4,4,4,3.615384615,4,4,4,4,4,4,4,4,4,3,1,4,3,3,4,1,1,1,4,4,4,4,3,1,6,3,0,b,0,1,4,1,3,1,3,4,c,0,1,4,a,4,a,2,e,3,1,1,1,1,30,2,Engineer,4,15000000,5,b,c,0,a,HCM,Qualified
44396.55,91,0,1,0,0,0,0,a,3,2,2,1,2,2,2,3,4,4,3,3,3,4,4,3,4,3,4,4,4,3.615384615,4,4,4,4,4,4,4,4,4,3,1,4,3,3,4,1,1,1,4,4,4,4,3,1,6,3,0,b,0,1,4,1,3,1,3,4,c,0,1,4,a,4,a,2,e,3,1,1,1,1,30,2,Engineer,4,15000000,5,b,c,0,a,HCM,Qualified
44375.76,469,1,1,0,0,0,0,a,1,1,1,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,0,b,0,1,2,0,3,1,2,3,e,0,1,3,f,3,b,2,"f, g",2,0,1,1,1,40,3,Freelancer,4,6000000,3,"c, d, e","a, b, c, h, i",1,a,HCM,Warning
44392.95,113,0,1,0,0,0,0,c,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,1,3,3,3,4,1,1,1,4,3,4,4,2,1,2,3,1,a,1,1,2,0,3,1,2,3,"c, e",0,1,3,"a, b, f, g",3,"c, e",4,"e, f",3,1,1,1,0,39,3,Freelancer,4,15000000,5,c,"a, c, e",0,a,HCM,Qualified
44391.66,144,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,2,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3.461538462,3,4,4,3,3,3,4,3,2,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,0,2,1,b,1,1,1,0,3,1,2,1,"c, e",0,1,2,,3,"a, c, e",2,"d, h",3,1,1,1,0,26,2,Marketing ,4,12000000,4,f,"b, c, e, h, i",1,a,HN,Qualified
44367.84,521,0,1,0,0,0,0,"a, b, c, d",2,1,1,0,3,2,3,3,4,4,4,2,2,4,4,2,4,3,1,1,1,2.769230769,4,4,4,3,4,4,4,4,4,4,1,3,3,4,4,1,1,1,4,4,4,4,2,1,5,3,1,"a, b",2,1,4,1,4,1,3,3,"a, d, e",0,1,3,f,2,"a, b, c, e",2,"a, b, c",4,1,1,1,0,22,1,Marketing ,4,NA,NA,f,"b, c, d, i, j",0,a,HN,Qualified
44399.71,60,0,1,0,0,0,0,"b, e",2,1,1,0,3,1,1,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3.307692308,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,3,3,0,c,1,1,4,1,4,1,2,4,"c, e",0,0,,,,,3,"a, b, e, f, g",3,1,1,1,0,38,3,Seller,4,40000000,7,"a, e","a, c, d, i",0,b,HCM,Qualified
44390.6,176,0,1,1,1,0,1,a,3,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2.307692308,3,4,4,3,3,3,3,3,3,2,0,2,3,3,3,1,0,3,3,3,4,4,2,1,6,3,1,"a, b",2,3,3,1,3,1,2,3,e,0,1,4,f,3,e,2,"a, d, e",4,1,1,0,0,59,5,Retiree,5,15000000,5,e,"a, c, i",0,a,HN,Qualified
44395.41,109,0,1,1,0,0,1,a,3,1,1,0,1,1,1,3,3,3,2,1,1,3,3,2,2,2,2,2,2,2.153846154,4,3,3,3,4,3,4,2,3,3,1,3,2,3,3,1,1,1,3,3,4,4,2,1,6,2,0,e,0,1,1,0,3,1,3,3,"c, d",0,1,4,"a, b, c, e",3,"b, c, d",3,e,3,1,1,1,0,48,4,Officier,4,20000000,6,"a, d","a, c, g",1,a,HCM,Qualified
44369.57,495,0,1,0,0,0,0,c,2,1,1,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,3,3,0,e,0,1,3,1,4,1,3,4,a,0,1,3,a,3,a,1,g,4,1,1,1,0,39,3,Officier,4,NA,NA,c,a,0,a,HCM,Qualified
44368.57,510,0,1,1,0,0,1,a,2,2,1,0,1,1,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3.461538462,3,4,4,4,4,4,4,3,4,3,1,3,3,4,3,1,1,1,3,3,4,4,3,1,6,3,1,b,1,1,3,1,4,1,2,2,e,0,1,4,b,3,e,1,g,3,1,1,1,0,47,4,Officier,3,10000000,4,f,c,0,a,HN,Qualified
44387.95,320,0,1,0,0,0,0,"b, c",2,1,1,0,1,1,3,3,4,4,3,3,3,4,4,3,3,4,4,3,3,3.461538462,4,4,3,3,4,4,4,4,4,3,1,3,3,4,3,1,1,1,3,3,4,4,2,1,4,1,0,e,0,1,3,1,3,1,1,4,"a, c, d, e",0,1,3,"a, b",4,"a, b, c, d, e",3,"a, b, g, h",4,1,1,1,0,23,2,Officier,4,7000000,3,"a, b","b, c, d, e, f, h, i",1,a,HCM,Qualified
44388.52,290,0,1,0,0,0,0,c,2,1,1,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,3,3,3,1,0,3,3,3,3,3,2,1,6,1,0,e,0,1,4,1,3,1,2,2,"a, c, e",0,1,1,,2,"a, b, c, e",1,"c, f",3,1,1,0,0,30,2,Officier,4,6000000,3,f,c,0,a,HCM,Qualified
44368.38,518,0,1,0,0,0,0,c,1,2,2,1,1,1,2,3,4,3,3,3,3,3,1,1,3,1,1,1,1,2.153846154,3,4,4,3,3,3,4,3,3,3,1,3,3,3,3,1,1,1,3,3,4,4,2,1,5,2,0,e,0,1,3,1,3,1,2,3,c,0,1,3,"b, f",3,"b, c",2,h,3,1,1,1,1,37,3,Officier,4,NA,NA,"a, c","a, c",0,a,HCM,Qualified
7/30/2021 14:28,546,0,1,0,0,0,0,c,3,1,1,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,6,3,0,e,0,1,4,1,4,1,2,3,"c, d",0,0,,,,,2,"a, b, c, d",3,1,1,1,0,26,2,Officier,4,NA,NA,"a, b, c, d, e","e, f, g, h",1,b,HCM,Qualified
7/30/2021 16:24,568,0,1,0,0,0,0,c,1,1,1,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,1,"a, c",3,2,3,1,3,1,4,3,d,0,1,4,f,3,d,2,h,3,1,1,1,0,32,3,Officier,4,12000000,4,g,c,0,a,Bac Lieu,Qualified
44399.69,65,0,1,0,0,0,0,c,2,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,1,2,0,b,0,1,3,1,3,1,2,2,d,0,0,,,,,1,b,3,1,1,1,0,30,2,Officier,3,5000000,3,a,c,0,a,HCM,Warning
7/30/2021 14:30,547,0,1,0,0,0,0,d,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,0,2,2,2,2,0,0,4,2,2,2,2,1,0,0,1,0,e,0,1,4,1,3,1,2,3,a,0,0,,,,,1,,1,0,1,1,1,30,2,Officier,4,7000000,3,b,"a, b, h",1,a,HCM,Qualified
44396.56,89,0,1,0,0,0,0,c,3,1,1,0,1,1,2,3,3,3,4,2,3,2,3,4,4,4,2,3,1,2.923076923,4,4,4,4,4,4,4,3,3,3,1,3,2,2,3,1,1,1,3,3,4,4,2,1,3,3,0,e,0,1,3,1,3,1,2,2,"c, e",0,1,3,"a, d",3,"b, c, e",2,"c, e, f",4,1,1,1,1,32,3,Seller,4,8000000,3,f,"b, c, d, h",1,a,HCM,Qualified
44399.72,58,0,1,0,0,0,0,"a, b, c",3,1,1,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,3,2,1,"a, c",3,3,3,1,3,1,3,3,"c, d, e",0,0,,,,,2,"a, b, c, d",3,1,1,1,0,32,3,Officier,5,15000000,5,"c, d, e","a, b, c, d, e, f, g, h, i, j",1,b,HCM,Warning
44399.72,57,0,1,0,0,0,0,"c, d",2,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,0,c,3,1,3,1,3,1,4,3,"c, d, e",0,1,3,b,3,"c, d, e",1,,4,1,1,0,0,24,2,Officier,4,7000000,3,f,"c, d, g",1,a,HCM,Warning
44389.41,244,0,1,0,0,0,0,c,3,1,1,0,1,2,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3.846153846,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,1,1,1,3,3,3,3,3,1,6,3,1,c,1,2,4,1,4,1,2,4,"c, e",0,1,3,"a, d, e",4,"a, c, e",2,"a, b, c, e, f, g",3,1,1,1,0,45,4,Officier,4,>20000000,6,"c, e","a, b, c, d, g, i",1,a,HCM ,Qualified
44380.23,421,0,1,0,0,0,0,"b, c, d",2,1,1,0,2,3,2,3,4,3,3,3,3,3,3,2,3,3,3,2,2,2.846153846,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,4,3,1,4,3,1,d (bird),1,3,3,1,4,1,3,4,"c, d, e",0,1,3,"a, b, e, g",4,"b, c, d, e, f (detailed and000000ansparent planning)",2,"b, c, f, g, h",4,1,1,1,0,42,4,Officier,4,23000000,6,e,"a, b, c, e, h, i",1,a,HN,Qualified
44373.06,474,0,1,0,0,0,0,"b, c",1,1,1,0,1,1,1,3,3,3,2,2,3,2,3,2,2,3,2,3,3,2.538461538,2,3,2,3,2,3,2,3,2,2,0,3,2,3,2,0,0,4,3,2,3,3,1,0,3,1,1,a,1,1,3,1,1,0,2,3,c,0,0,,,,,2,a,2,0,0,1,1,26,2,Officier,4,20000000,6,a,"a, h",1,a,HN,Qualified
44391.65,145,0,1,0,1,0,1,"a, b",3,1,1,0,1,1,1,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2.307692308,3,3,3,2,2,2,3,2,2,2,0,2,2,2,3,1,0,3,3,3,3,3,2,1,5,3,0,e,0,1,3,1,3,1,2,3,"c, d",0,1,3,"a, f",3,"a, c, d",2,"b, c, e",4,1,1,1,0,35,3,Officier,5,20000000,6,f,"a, c",0,a,HN,Qualified
44399.78,38,0,1,0,0,0,0,"b, c, d",3,1,1,0,1,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3.153846154,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,0,e,0,1,3,1,3,1,2,4,"a, c, d, e",0,0,,,,,2,"b, c, e, f, g, h",4,1,1,1,0,45,4,Officier,4,15000000,5,"a, b, c, d, e","a, b, c, e, f, i",1,a,HCM,Qualified
44399.68,67,0,1,0,0,0,0,"a, b, c",3,1,1,0,1,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2.923076923,3,4,4,3,3,3,4,4,3,2,0,3,3,3,3,1,0,3,3,3,3,3,1,0,0,1,0,e,0,1,4,1,3,1,3,3,"d, e",0,0,,,,,1,"a, b, h",3,1,1,1,0,32,3,Officier,3,14000000,4,"a, d","a, b, c, h",1,a,HCM,Qualified
44372.59,486,0,1,0,0,0,0,"a, b, c",2,1,1,0,2,2,3,3,4,4,3,4,3,4,4,4,3,3,4,4,4,3.692307692,4,4,4,3,4,4,4,3,3,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,6,3,1,"b, d (bird)",2,2,3,1,4,1,3,4,"c, d, e",0,1,3,"a, b, c, f",4,"b, c, e",2,"a, b, c, f, g, h",3,1,1,1,0,27,2,Officier,5,12000000,4,"b, c","a, b, c, d, f, g, h",1,a,HCM,Qualified
44380.42,417,0,1,0,0,0,0,"a, b, c",2,1,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,0,e,0,1,3,1,3,1,2,3,"c, d, e",0,1,3,"a, b, f",3,"a, b, c",1,,4,1,1,1,0,34,3,Officier,5,12000000,4,"c, d, e","a, b, c, h, i",1,a,HN,Qualified
44399.71,63,0,1,0,0,0,0,"a, b, c, d, e",2,1,1,0,1,1,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3.307692308,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,4,3,0,"a, b, c",1,1,3,1,3,1,2,3,"a, c",0,1,3,"a, b, d, f",3,"a, b, c",3,"a, b, c, d, e, f, g, h",3,1,1,1,1,30,2,Officier,4,10000000,4,c,"a, b, c, d, e, f, g, h",1,a,HCM,Qualified
44399.71,62,0,1,0,0,0,0,c,2,1,1,0,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2.923076923,3,3,3,3,3,3,3,4,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,0,"a, c",0,1,3,1,3,1,3,3,"a, d, e",0,0,,,,,2,"a, c, e, f",3,1,1,0,0,24,2,Officier,4,8000000,3,"d, e","c, e, g, i",1,a,HCM,Qualified
44396.63,77,0,1,0,0,0,0,"b, c",3,1,1,0,1,1,3,3,3,4,2,3,2,3,3,2,2,2,2,2,2,2.461538462,4,4,3,3,4,3,4,3,3,3,1,3,3,3,3,1,1,1,3,3,3,2,3,1,6,3,1,b,1,1,4,1,1,0,4,3,"c, d",0,1,3,"a, f",3,"b, c",3,"b, c, e",4,1,1,1,0,37,3,Officier,3,8000000,3,"c, d, e","b, c, h",1,a,HCM,Qualified
44390.88,156,0,1,0,0,0,0,b,3,2,1,0,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2.923076923,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,2,2,0,b,0,1,1,0,4,1,3,3,c,0,0,,,,,1,"b, g",2,0,1,1,0,30,2,Officier,5,7000000,3,f,"a, b",0,a,Da Nang,Qualified
44390.53,184,0,1,0,0,0,0,c,3,1,1,0,1,1,3,3,4,4,2,2,1,3,3,2,3,3,2,2,2,2.538461538,4,4,4,2,4,4,4,1,4,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,1,3,1,b,1,3,4,1,3,1,1,2,"a, c, e",0,0,,,,,1,"a, b, h",4,1,1,1,0,23,2,Officier,4,6000000,3,c,"a, c, e",0,a,HCM,Qualified
44391.44,147,0,1,0,0,0,0,"b, c",2,1,1,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,6,3,1,b,1,1,4,1,4,1,2,3,"c, d, e",0,0,,,,,1,"a, b, c, f, g",3,1,1,1,0,23,2,Officier,4,NA,NA,f,"a, b, c, d, e, f, g, h, i",1,a,HCM,Qualified
44390.7,168,0,1,0,0,0,0,"b, c",2,1,1,0,1,1,3,3,4,4,4,3,2,4,4,4,4,4,4,4,4,3.769230769,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,1,1,1,4,4,4,4,2,1,2,3,1,a,1,1,3,1,4,1,2,4,"a, c, e",0,1,3,"a, b, e, f",4,"a, b, c, e",4,"a, b, c, h",4,1,1,1,1,26,2,Officier,5,NA,NA,"a, b, d, e","a, b, c, d, e, f, g, h, i",1,b,HCM,Qualified
44380.58,372,0,1,0,0,0,0,c,3,1,1,0,1,1,2,3,4,4,3,3,3,3,3,2,3,3,3,3,3,3.076923077,3,3,3,3,3,3,4,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,1,0,0,2,0,e,0,1,4,1,3,1,2,2,"a, c, e",0,1,1,,2,"c, d, e",1,,2,0,1,1,0,28,2,Officier,4,NA,NA,b,"b, c",0,a,Nha Trang,Qualified
44398.5,71,0,1,0,0,0,0,"b, c, d",3,1,1,0,1,1,3,3,3,3,4,2,1,4,4,3,4,2,1,1,1,2.538461538,3,4,4,3,4,4,4,4,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,2,3,0,e,0,1,4,1,4,1,1,4,d,0,1,1,,3,d,2,"e, f",4,1,1,1,0,39,3,Officier,4,NA,NA,f,"a, b, c, f, g, h, i",1,a,HCM,Qualified
7/30/2021 14:09,544,0,1,0,0,0,0,c,3,1,1,0,1,1,1,3,3,3,3,3,2,4,4,4,3,4,4,4,4,3.461538462,3,4,4,4,4,4,4,3,4,3,1,3,3,4,3,1,1,1,3,3,4,4,1,0,0,3,0,e,0,1,4,1,4,1,3,3,c,0,1,3,"a, c, f",3,"a, c, e",1,h,3,1,1,0,0,30,2,Officier,4,15000000,4,b,"b, e, i",0,a,HCM,Qualified
7/30/2021 14:35,559,0,1,0,0,0,0,"a, b, c, d",2,1,1,0,1,1,2,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3.384615385,4,3,4,4,3,3,4,3,3,3,1,3,3,3,3,1,1,1,3,3,3,4,2,1,3,2,0,c,0,1,3,1,3,1,2,3,c,0,0,,,,,2,"b, c, d, e, g",2,0,0,1,1,27,2,Officier,4,NA,NA,b,"a, b, c, d, e, f, g, i",1,a,HCM,Qualified
44388.85,260,0,1,0,0,0,0,c,3,1,1,0,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,3,1,6,3,1,b,1,1,4,1,4,1,4,4,a,0,1,3,a,4,a,1,Chưa đi,4,1,1,1,0,57,5,Housewife,4,10000000,4,f,"a, b, c",0,a,HCM,Warning
44399.86,33,0,1,0,1,0,1,a,1,1,1,0,1,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2.846153846,4,4,4,4,4,4,4,3,4,3,1,3,3,3,4,1,1,1,4,4,4,4,3,1,6,3,1,"b, c",1,1,2,0,3,1,3,1,"c, e",0,0,,,,,4,b,4,1,0,1,0,40,3,Housewife,4,NA,NA,"c, d, e","b, c, d, g, i",1,a,Ben Tre,Qualified
44400.38,26,0,1,0,0,0,0,c,2,1,1,0,1,1,3,3,2,3,3,2,3,2,3,3,3,3,2,2,2,2.538461538,3,3,4,3,3,3,3,3,3,3,1,3,2,3,3,1,1,1,3,3,3,3,2,1,2,3,0,c,0,1,4,1,4,1,3,3,d,0,1,4,d,3,c,3,e,4,1,1,1,1,34,3,Officier,4,15000000,5,f,"a, b, c, d, e, f, g, h, i, j",1,a,HCM ,Qualified
44400.47,10,0,1,0,0,0,0,c,2,1,1,0,1,1,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2.692307692,3,4,3,3,4,3,4,4,3,2,0,2,2,2,2,0,0,4,2,2,3,3,2,1,6,3,1,"a, b",2,1,3,1,3,1,3,3,"a, c, e",0,1,3,a,3,"a, b, c, e",2,"a, b, e",3,1,1,1,0,45,4,Manager,3,20000000,6,"a, b, c, d, e","f, h, i",1,a,HCM,Qualified
44390.67,170,0,1,1,1,0,1,d,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,4,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,4,3,0,c,0,1,3,1,2,0,2,3,c,0,1,3,b,3,c,2,a,2,0,1,1,0,48,4,Manager,5,30000000,7,f,b,0,a,HCM,Qualified
44388.48,295,0,1,0,0,0,0,c,3,1,1,0,1,1,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3.230769231,4,4,3,3,4,4,4,2,3,3,1,3,3,3,3,1,1,1,3,3,3,3,2,1,6,3,0,c,3,1,4,1,3,1,2,3,c,0,1,3,b,3,c,3,e,4,1,1,1,0,47,4,Seller,3,10000000,4,b,"a, b, c, e, i",0,a,HCM ,Qualified
